feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label
5.390516,5.001885,-7.051413,5.224606,-4.203764,5.806993,6.019575,5.484418,-6.447451,4.902575,anomaly
0.172692,0.944617,0.065312,0.704035,0.996866,1.614627,-0.166648,-0.256723,-1.402464,-0.423387,normal
1.362479,0.478152,1.283201,0.327666,0.358018,-0.863308,-0.258115,0.633188,-0.428905,0.867437,normal
-0.891461,0.584730,2.070262,2.110251,-2.410910,1.347877,0.975460,0.370839,-0.880417,0.373458,normal
1.011219,1.025189,-0.146914,-1.347024,-1.247733,0.644612,-0.003326,0.367869,0.721475,-2.546554,normal
-0.423046,0.748382,-1.100142,1.410670,-0.762460,1.952234,-0.484105,-1.124104,0.934461,-0.446770,normal
-0.463944,-0.137614,-0.534572,-1.508120,-3.385532,0.259618,-0.263568,0.745941,-0.723132,-1.526144,normal
-2.063381,-1.342134,0.707087,-0.015772,-0.892420,-0.136859,0.877701,-1.158250,0.122455,-0.213012,normal
-0.032879,-0.754398,0.494224,0.465693,1.342245,0.426630,-0.165214,-1.722815,1.824749,-0.011022,normal
-0.741223,1.060254,0.453059,-0.133223,-0.200684,0.734752,-0.027426,-0.636714,1.206882,-0.463676,normal
2.009770,-1.857595,-0.574841,0.624886,-0.272054,1.098318,-0.242451,0.326319,-1.376398,-0.483472,normal
-0.999874,2.326352,0.128356,1.006521,0.386569,-0.122560,-0.996839,0.602388,0.347630,-0.380922,normal
-0.513406,0.198876,0.486152,1.258153,1.486633,0.147216,0.856074,1.416717,2.364563,-2.055898,normal
0.474511,-0.823297,2.074094,-0.179741,-0.306972,-0.769225,0.842925,-0.547691,-0.937686,0.643779,normal
-0.857401,1.712127,-0.364461,-0.594812,1.433196,-1.188074,0.328652,-1.032128,1.422003,-2.317081,normal
-0.080659,-0.462856,-0.844899,0.912471,0.261295,0.259914,-0.619434,-2.033377,0.702131,-1.569609,normal
-0.018334,-0.211230,-1.662719,0.394157,1.617400,-1.590449,-1.802893,0.624340,1.089579,0.216998,normal
-0.586597,-2.486840,0.153632,-0.503410,0.543884,0.092357,2.106380,1.063734,1.463702,0.552357,normal
0.883077,-1.262978,0.375557,0.087151,-0.988823,-0.506237,0.015732,0.515809,-0.978523,0.048681,normal
0.467432,-0.316895,1.516281,-0.026682,0.138480,-0.375611,0.075177,0.600813,0.070807,0.118280,normal
0.022686,-0.725088,0.500635,1.183564,-0.528377,0.541395,1.532771,-0.479577,-0.495137,0.537739,normal
-0.422456,-1.291466,0.721804,0.007737,-0.836402,0.779418,0.249942,1.179593,1.211460,1.983479,normal
-1.099065,0.065811,-2.268327,-0.600851,-1.121741,0.460206,1.014610,-1.078649,0.655665,0.002115,normal
0.891375,0.067957,-1.872819,-1.647656,1.381812,-0.836785,-0.926974,0.541262,1.067260,-1.713579,normal
-2.734840,0.205595,1.371029,-0.269473,1.380851,0.193769,-0.284649,0.037540,-0.736881,0.770510,normal
0.042369,-0.618414,-0.648634,-0.020547,0.359004,0.901138,0.469302,0.370681,-0.878550,0.403284,normal
1.294960,-1.486309,0.921503,0.987712,-1.586412,-0.995520,0.579390,-0.261894,0.105381,0.139221,normal
1.340845,-0.581802,1.528412,-0.068848,2.346509,0.247147,0.289008,0.278485,-0.655174,-2.120326,normal
0.918373,-0.537619,0.475167,0.895416,0.535886,0.993983,-1.563250,1.181004,0.736783,-0.489029,normal
0.805016,-1.184328,-0.267283,1.398655,1.185937,-0.492054,1.253476,-0.153245,-0.843678,-1.171988,normal
4.249405,7.780858,4.200181,4.683693,-4.487867,5.470945,-5.881740,5.270120,3.527954,-6.717860,anomaly
-0.322631,-0.674013,0.241909,0.185338,-0.049968,-0.827207,0.976965,-0.869528,-0.239148,-0.821400,normal
4.051901,5.516250,5.891718,6.249004,-5.975365,7.003028,6.287160,8.235857,-6.824839,8.063248,anomaly
0.319686,-0.276057,1.359012,0.009275,0.565885,0.330881,0.112067,0.005050,1.972345,0.974929,normal
0.538111,1.207466,-0.649329,-0.073704,-1.940624,0.019457,1.005966,-2.061012,-0.348929,-0.786975,normal
0.617397,-1.066544,0.003571,-1.542299,0.171910,0.188164,-0.354785,0.120025,-1.300011,0.436061,normal
-0.846050,-0.173526,-0.172370,0.821345,0.353306,0.518095,-1.269944,0.234805,0.270333,-1.654071,normal
-0.093589,-0.076817,-2.114338,1.100159,-0.129264,-0.098341,-1.655574,0.309487,1.234193,0.068226,normal
0.179267,-0.474341,-0.086564,0.706660,0.526096,-1.019552,-2.029609,0.074333,0.217009,1.078012,normal
0.505693,-1.019240,-1.092176,1.274651,-0.176801,-0.708511,0.500117,1.173916,-0.779460,-0.132450,normal
0.163731,1.667331,-0.253672,0.576136,0.354967,0.472829,0.347516,1.785301,1.373676,-1.168051,normal
-0.176114,-1.623384,0.563817,0.970721,-2.210980,1.024600,1.230114,-0.384177,0.026463,-1.396932,normal
-0.761952,-0.407939,-0.187661,1.048711,-0.946149,-1.092806,-0.345464,-2.046101,2.452822,0.406908,normal
0.505869,1.278790,-0.333864,0.482411,0.422736,0.848900,-0.218056,-0.953149,1.445029,-1.441694,normal
1.296427,-3.367709,0.381078,0.324336,-0.822459,1.512447,1.166333,0.762330,-1.246850,-0.564133,normal
-0.354911,-1.182136,1.145281,-1.054086,0.379126,-0.383093,0.674849,0.684236,1.097314,-0.064801,normal
0.286499,-0.558985,-0.721295,-0.192107,-0.655579,0.235284,-0.597095,0.679852,0.382198,-0.140799,normal
-0.800225,-0.648829,0.312972,-1.561580,0.323587,-0.181390,0.782217,0.872032,0.106291,-0.136470,normal
0.615722,-0.090371,1.073143,1.631329,-0.855110,0.745417,1.515969,1.054683,0.509987,-0.130243,normal
1.161342,0.394178,-0.841873,-0.238150,1.466466,-0.867609,1.320714,0.308848,-0.183615,0.081903,normal
-0.352176,0.183877,0.291216,0.460415,0.775094,-0.300439,0.028371,0.313361,0.408067,-0.958550,normal
-0.539609,0.739540,-0.654591,-0.471835,0.191614,1.151323,0.010317,0.330696,0.770710,-0.626857,normal
-0.869295,1.036803,1.098044,0.287351,-0.738540,0.043615,0.805793,-2.057622,-0.663055,0.286440,normal
0.448695,-0.254854,-0.558411,-0.442780,0.371094,-0.490415,0.024743,0.735275,0.613312,1.583425,normal
-0.335823,-0.327840,0.499095,-0.065814,-1.536503,-0.294126,0.882111,0.157802,2.345121,-0.200159,normal
0.439719,-0.901553,-0.059232,-1.769480,0.260428,-0.720249,0.398286,-0.958098,-0.352181,-0.636726,normal
-0.112501,-0.260638,0.031525,-0.309134,0.054889,0.050285,1.735797,-0.311429,0.696537,-0.760838,normal
0.175358,0.457242,-1.527741,-1.662634,-0.956618,1.496468,0.267202,0.226375,-0.158855,-0.521581,normal
-0.411915,-0.363800,-1.271449,-0.523803,0.458924,0.948956,-1.084001,1.278593,0.854111,1.633814,normal
-0.368485,-1.938461,0.948656,-0.690037,-0.247267,0.450261,-0.355424,0.349460,0.283474,1.238080,normal
-0.772559,-0.570947,0.079532,-0.288012,0.150333,-0.951862,1.177054,-1.046807,2.086411,-1.157243,normal
0.137145,1.596980,0.414091,-1.040821,1.431053,-0.338864,-1.235174,0.428554,-0.009657,0.971797,normal
-0.671493,-0.368137,-0.753337,-1.719004,2.146054,0.560686,-0.212661,0.923255,1.133770,0.042377,normal
1.765802,-1.250712,-1.464415,1.624012,-0.075669,0.339736,-1.234738,-1.600970,-0.293125,-0.354664,normal
0.594572,-0.710420,-0.919371,-1.687499,-1.177989,-1.602347,0.889131,0.052712,1.066190,1.339223,normal
0.266118,0.335487,-0.402222,0.701946,-0.412191,-0.447822,1.369855,-1.390618,1.227190,0.508000,normal
0.154436,-0.799324,1.686046,1.388820,1.015484,0.259368,1.276906,1.623492,-0.440014,2.024427,normal
0.771677,-0.651133,0.779447,0.817811,0.282421,1.146318,0.285987,0.316273,0.303914,-0.639725,normal
2.418888,-0.721550,0.425144,0.488628,-1.526667,-1.021355,-1.122671,0.708820,0.966957,1.516001,normal
-0.141496,1.573281,0.328638,0.250717,-1.429700,0.998429,-0.420791,-1.191829,-0.635345,0.112628,normal
0.214208,2.879435,-0.209401,-0.170756,-1.104001,0.384398,0.388460,0.400361,-0.686171,-1.383564,normal
-0.222371,-0.222512,-1.324925,0.670766,-0.481477,0.217190,0.108483,-0.328836,1.045541,-0.385714,normal
4.780749,4.272386,-6.945588,-3.742596,-5.575130,-4.788121,-6.098558,6.697921,-7.378973,4.981735,anomaly
-0.029936,1.311549,-0.512343,-0.330236,0.572444,0.242103,-1.448387,1.249258,1.452711,-0.174707,normal
-0.803250,-1.152752,0.050045,1.604857,-0.359516,0.676211,-0.042161,-0.706650,1.400298,-1.316820,normal
1.745225,-0.859582,0.042294,0.840840,0.800544,0.550677,1.123091,-0.044741,1.382774,0.069246,normal
-0.069680,0.520851,-0.990159,-0.545820,-1.271271,0.062362,-0.168130,-0.304821,0.601513,0.060851,normal
-0.308596,-1.416047,-0.414572,-0.484693,-1.114809,-1.434604,1.147924,-0.521624,0.388938,0.180403,normal
-1.470680,-1.541188,0.505866,1.044541,-1.171407,-0.012262,-1.317554,-1.215865,0.769411,0.890480,normal
-0.170212,2.124750,1.217034,1.213445,0.312003,-1.233029,3.851495,-0.170883,0.972079,-2.194050,normal
4.832523,4.557757,-4.656168,-5.018136,5.336469,4.197154,-8.790835,-6.783205,7.081887,-4.339992,anomaly
-0.002249,-0.938711,0.744343,-1.010559,0.595405,-0.674016,0.171319,0.324592,-1.123921,-0.642956,normal
0.316941,1.034800,-0.149688,0.584702,-0.143391,0.675762,-1.434730,-0.778125,-0.289873,-1.566124,normal
-0.757975,-1.007350,0.398388,-0.942697,2.155566,-0.822837,-0.623303,-0.475346,0.819601,-0.319346,normal
0.884361,0.256127,0.141528,0.975809,-0.327443,-0.099521,-0.361608,0.548350,1.424438,0.518496,normal
-0.326267,0.148075,-1.948315,0.323576,0.087463,0.322935,0.398771,0.075747,0.542705,1.041453,normal
-0.226574,-0.006916,2.004918,0.580255,0.445218,0.129523,0.921835,2.610884,1.468663,-0.626779,normal
5.287613,-6.193892,-6.127103,-6.546498,-5.545952,-5.599398,-5.112435,5.349548,-5.422615,-5.223871,anomaly
-0.947497,1.569463,-0.589517,0.658720,0.989026,-0.243457,0.313934,-1.429142,0.860087,0.291828,normal
0.223338,-0.619990,0.258148,-0.440185,-1.361417,0.042207,-1.190636,-0.473999,0.722034,-0.643201,normal
0.010528,-0.375848,-0.435010,0.170157,2.162355,-0.498536,-0.629518,-1.261600,-0.064327,-0.863229,normal
0.180430,-2.437687,-0.681712,0.619496,0.006903,-0.751376,-0.035662,-0.708945,-1.214608,2.220223,normal
-1.318677,-1.426348,-0.417793,-1.051792,-0.111499,0.909658,-0.629396,0.350024,-0.224888,0.879311,normal
0.229018,2.061196,-0.410841,0.841973,-0.713193,-1.327246,1.505084,1.125818,0.016671,1.438567,normal
-0.120843,-0.749250,1.041666,0.342193,0.402674,-0.977942,-1.010067,-1.354853,0.501662,0.803633,normal
0.342284,0.486624,1.110643,0.789954,-0.190345,1.629262,-0.371694,1.364728,-1.904573,-0.022397,normal
1.186530,1.297152,0.206442,-0.134727,-0.759907,-1.785900,-0.617322,0.464412,-0.362320,-0.374381,normal
-0.731873,1.872415,0.149038,-0.587386,-0.861250,-1.196880,0.292475,0.068912,-0.457126,0.234943,normal
-2.442730,-1.406300,0.015042,-0.068466,0.732392,-0.251107,0.698478,-0.263358,0.690001,0.057173,normal
0.963685,0.510710,-0.456431,1.352807,-0.157587,-0.274322,-0.395148,-0.703962,-0.416707,-0.279045,normal
0.135222,-0.040620,-1.046097,1.323200,0.381470,3.382366,1.222846,-0.067247,1.195046,0.736789,normal
0.811357,-0.152248,0.083066,1.066990,1.250190,0.766816,-0.142846,-0.620180,-0.694415,-1.370414,normal
1.378065,0.016424,-1.337315,0.700808,-0.395554,0.091615,0.150548,-0.146879,0.239875,0.635991,normal
-0.661672,1.075463,-0.957087,-0.413403,0.862062,-2.116682,0.866865,1.033428,-0.338169,0.137632,normal
-1.429629,0.380158,0.409714,-1.067078,1.370116,0.683867,-0.262300,0.031728,2.051993,-0.025331,normal
0.786650,0.285371,-2.165885,0.735091,0.779682,-0.226348,-0.764282,-0.208293,-2.039267,1.100693,normal
-0.511525,-1.035694,0.043914,-0.736426,-0.275710,-0.263838,-0.371916,0.565107,-0.233154,0.413394,normal
0.785659,-0.370252,-0.344275,0.436045,-1.074852,-1.291827,-0.453961,-1.090998,-1.978048,-0.038343,normal
1.091201,0.024667,-0.831369,-0.566420,0.111389,0.194137,0.475982,-1.220310,0.632642,-0.227368,normal
0.593062,-0.085004,-1.045542,-0.777409,-1.925841,-0.139080,1.122318,1.254422,-0.277953,-1.577181,normal
-0.776562,1.172853,0.319148,1.041218,-1.107949,-0.110728,1.122591,0.239046,-0.268815,2.155446,normal
-6.749931,5.386117,5.964684,-6.128160,6.587957,4.776428,4.455777,-8.437357,5.335670,3.849481,anomaly
-0.473364,0.390922,0.395238,0.916315,-1.384535,-0.489353,0.203863,0.477019,-0.263866,1.121744,normal
-0.099443,0.835293,0.303006,-0.056373,2.056824,1.229961,-0.047158,0.620791,0.356801,-0.873349,normal
-1.351140,-2.126026,0.382073,2.585638,2.015319,1.807008,0.278465,-0.042296,0.648596,1.794520,normal
-0.720974,-1.961404,2.012605,1.306972,0.455687,0.686854,0.089657,0.485923,-1.392788,1.980912,normal
0.526258,-1.061886,0.731276,-0.618384,0.770996,-0.159225,-0.533484,1.690462,-1.645865,-0.418127,normal
1.762365,-0.013766,0.549734,0.378031,-0.190219,0.861189,-0.379195,-0.169865,-0.012519,1.018371,normal
-0.750603,2.919763,-0.160446,-1.582131,0.156882,-0.004788,-0.971257,1.300510,-0.241269,0.454101,normal
1.579208,1.084725,-0.899728,0.882934,-2.027166,-0.528431,0.576248,-0.293469,-0.745982,1.467435,normal
-1.126374,0.104287,0.688348,0.436118,0.339793,1.188205,1.337975,0.766211,2.320319,-0.227038,normal
0.036703,0.142940,-1.550610,-0.400597,-0.616456,-0.145244,2.537997,0.185082,-0.452230,-0.865992,normal
0.349726,1.170635,-1.991371,-0.022866,-0.100954,-0.026227,0.725296,1.064753,1.258599,0.029719,normal
0.685766,-0.510441,1.693829,0.715718,-1.388731,0.044642,1.851880,-1.184556,-1.654624,0.908507,normal
-1.090496,-0.282868,-0.420013,0.398769,-0.123159,-0.586085,1.315636,0.105574,-0.292979,1.517518,normal
-0.678940,-1.388182,-0.323766,0.957870,1.474489,0.053659,-0.206395,-0.430640,-2.755143,0.039545,normal
6.777327,-6.661911,-8.001309,4.745476,3.778129,4.629594,5.235072,-6.979968,6.794076,-5.844114,anomaly
1.135144,-0.868846,0.372542,0.531291,0.497983,-0.281259,-0.198880,0.856350,1.265565,-0.756444,normal
-0.680278,0.316073,-0.174828,-0.165448,0.265479,0.123410,0.301090,-0.463899,0.790572,0.285095,normal
-0.412639,0.856556,-1.650826,-0.889983,0.065277,0.030536,0.287179,0.558408,-0.058025,-0.810654,normal
-0.072330,-0.097126,0.333571,-0.015732,-0.644157,0.491867,-1.759945,0.084324,-1.161529,-0.371418,normal
1.092481,-1.317302,-0.205221,-0.490625,0.752106,0.499178,1.107322,-0.076433,1.730477,0.145118,normal
-0.393686,0.879327,-0.075902,0.141678,-0.298445,-0.491527,-0.180227,-1.536392,0.078084,0.768424,normal
0.037599,1.738404,-0.803621,2.681853,1.004729,-0.725933,0.513266,-0.590600,0.234491,-0.060599,normal
-0.586767,0.108586,2.136131,-1.095503,-0.341547,-0.067765,-0.648260,0.442774,0.481006,-1.767318,normal
0.244800,0.950468,1.263493,-0.087093,0.728325,0.065825,-0.608365,-3.237717,-0.035660,-1.644609,normal
-8.137903,-6.950493,8.266005,5.906802,6.493252,7.043641,-5.206044,-4.390742,8.028864,-6.903205,anomaly
-0.427172,1.589147,1.309473,-0.912607,0.228440,-0.366166,1.680622,-1.327435,-0.037373,-0.271136,normal
-0.352368,-0.275909,-0.123948,-0.356848,-1.568159,1.436051,-2.138398,0.294069,0.689614,-0.963918,normal
-0.973477,0.487255,1.060027,-0.386428,0.216987,0.200785,0.347161,0.443924,1.074778,-0.991588,normal
-1.650711,0.168432,1.388501,-0.991760,0.727443,0.108674,0.806683,-1.362909,-0.083770,2.419396,normal
-0.113173,-0.252488,0.144230,1.800153,-1.567456,-0.713283,0.836028,1.467698,-1.463166,0.795328,normal
-0.330323,1.645161,0.627380,2.260231,0.021732,1.192262,0.362304,-1.386555,0.554911,-0.959267,normal
-1.611706,0.032119,1.998814,0.976200,1.263173,0.805426,-0.796082,2.811109,-0.447203,0.157391,normal
0.978207,-0.280638,1.004516,-0.810459,-0.513767,1.041657,-0.603633,-1.079910,1.245194,-0.544457,normal
-0.807655,-0.399553,0.948911,0.757337,0.340906,-0.433245,-0.509826,0.207815,-0.770914,-0.869058,normal
2.333811,0.222312,1.194960,-0.282209,1.939535,0.847803,0.499894,-0.871676,-0.746308,1.469496,normal
-0.582130,-0.030467,1.191929,0.503037,-1.772009,-1.384921,0.189805,1.336810,-1.342879,-0.803989,normal
0.421669,0.795087,0.115292,0.196721,0.136515,-0.125530,1.502992,-1.227216,0.795039,-0.668512,normal
-0.262219,1.172389,1.112228,0.032365,-0.413924,-0.310717,0.275005,0.173758,-2.114030,-0.228154,normal
-0.072109,-2.221181,0.744015,-0.782285,-0.755438,-0.394703,3.058067,0.262140,0.489694,-0.166422,normal
0.765923,0.578913,0.566488,1.144736,-1.050615,-0.621111,-0.518305,0.109736,-0.048851,1.745298,normal
1.411028,-0.978842,1.524495,-0.119518,-0.752443,-0.627562,-0.946334,0.304164,2.102053,-0.577601,normal
0.858556,0.279570,-0.673461,-0.745966,0.137567,0.728273,0.071674,2.155286,0.453120,-0.051665,normal
1.286598,-1.296076,1.278581,1.117234,-0.106619,0.258165,-0.337540,-0.022586,0.128921,1.602663,normal
0.821720,-0.901469,-0.285370,0.867661,-0.659180,-0.610626,1.057973,0.511312,0.186548,-2.091660,normal
-0.677780,-2.232109,0.178839,0.359351,-1.759603,1.689890,1.479611,-0.478139,0.203623,-0.589196,normal
-0.015139,1.157576,-1.868327,-0.992992,-0.145524,-1.362063,-0.958202,1.381723,-0.500238,0.285699,normal
-2.396855,1.593948,-1.965800,-0.457139,-0.562566,-0.100365,-0.355944,0.385414,0.021061,-0.413974,normal
0.532975,0.043648,0.433827,0.075209,-0.134233,0.807957,-0.907376,0.873850,-1.560396,-0.435137,normal
-0.461774,0.098930,-0.137447,-1.011432,-0.557835,0.625716,1.106949,1.626665,-0.493654,-0.873160,normal
0.763050,-0.804951,0.408945,-0.477597,0.415783,-1.066578,0.009387,-0.711787,0.581601,1.587834,normal
-0.450219,-0.560795,1.259603,-0.420932,0.569456,1.639541,0.653796,-0.210215,0.555534,-0.786206,normal
0.347095,0.234979,0.747845,-0.143902,-0.270290,0.975202,-2.102541,-0.128099,0.988909,-0.421181,normal
-0.212583,0.011285,-0.928982,0.480653,-0.392664,-0.233577,-0.437219,0.646880,-1.519955,1.105184,normal
-0.315446,-0.249228,0.471681,-0.580300,-2.805268,-0.207394,-0.630344,-0.498356,0.271465,-0.307285,normal
0.876557,-1.506360,1.158777,0.371447,-0.818470,0.310702,0.846166,-1.338202,0.087532,0.046557,normal
3.167149,-0.569571,0.304580,-0.351781,-0.072835,0.165004,0.680836,-0.177031,0.128487,-0.079851,normal
1.371373,-0.435112,-0.136200,-0.980071,0.938734,-1.802788,-0.419386,-0.909835,1.163407,-0.113761,normal
0.990248,-0.066707,0.873400,-0.618709,0.586425,-0.374811,-1.075023,0.629494,0.036367,-0.013021,normal
-0.647743,0.287941,0.007355,-0.462332,-0.055024,1.345119,0.036384,0.943578,-0.505794,0.398435,normal
-0.404786,1.492085,1.996413,1.195768,-0.726155,-0.627605,-0.298514,1.554289,0.982956,-0.618311,normal
0.155669,0.828907,0.718580,-0.437552,1.657416,1.130679,0.243699,-0.984963,-1.243297,-0.318864,normal
-1.596436,0.240335,0.192232,-0.878419,-0.432778,-0.774010,-0.581135,0.325306,-0.125975,1.188156,normal
-0.622244,1.089157,-0.118408,0.204035,0.830559,1.233512,1.007967,0.203205,0.705331,-1.158511,normal
-0.812899,-0.111267,1.695971,-0.555299,-1.788773,0.360262,0.506557,-1.680874,-1.987048,-1.053764,normal
1.283469,1.034144,-0.038280,-0.517891,-1.288731,0.436637,0.495481,0.783570,0.906774,0.803527,normal
-1.131726,1.573802,-0.538452,0.057779,0.309069,-0.362762,-0.720714,-0.754607,1.548552,0.417112,normal
0.789419,1.342174,0.390789,1.951617,-1.040510,-0.393723,0.653990,0.794913,1.565380,2.021148,normal
-0.791051,1.014764,-1.142560,-0.409755,-0.474570,0.253872,2.515247,0.669428,-2.607419,-0.616517,normal
-0.855299,-0.216930,-0.777335,-0.528715,-0.665112,1.383597,-0.172013,-1.570813,0.545480,1.612094,normal
-0.269122,0.036341,0.449589,-0.723906,-0.618926,-0.662570,1.103424,-1.116639,0.179218,-1.015617,normal
-0.682844,0.152659,0.126893,-1.521668,-1.677951,-1.630639,-0.288278,0.182384,1.044449,1.651322,normal
-0.960154,-1.558629,-0.082524,1.460978,-0.941013,-0.336681,-0.045089,0.399581,-0.015562,1.769922,normal
-1.129921,-0.302388,-0.507605,-0.474384,1.548860,1.250917,-0.193512,-0.632826,-0.798114,1.002364,normal
-0.541227,-1.409093,-1.044998,-0.716856,1.039363,0.473393,-0.299211,-1.331973,0.138226,0.511396,normal
-0.135853,-0.951436,0.935411,0.526325,-1.006009,1.019764,0.847071,0.680161,0.291194,-0.215173,normal
1.005993,-1.111629,0.537739,-0.739766,0.116871,0.051065,2.255569,-1.136351,0.021637,-0.400571,normal
-0.797396,-1.266685,-0.131438,1.001767,-0.940200,1.467563,-1.835567,-0.603240,-2.049609,-0.854094,normal
0.087095,-0.967351,-0.693183,-0.759302,0.792643,0.165331,-0.443619,1.395343,-0.802652,0.159654,normal
-0.555478,2.012413,0.519091,1.386087,-0.633957,-0.421755,-0.527610,-0.378081,0.999161,-0.863623,normal
0.740614,1.091924,-0.151957,-0.634712,-0.679198,-0.313311,-0.360541,0.045239,-0.460023,-1.080668,normal
2.659681,1.332305,0.056315,-0.391972,-0.257484,-1.614217,0.138142,-0.961116,-0.137963,0.039566,normal
0.837594,-1.193817,0.297616,0.213885,0.291292,0.267652,0.027948,-0.757925,1.224646,1.314444,normal
-1.279216,-1.694496,0.234460,0.311289,-1.704645,0.820574,1.271268,0.203264,-0.071166,-1.893806,normal
-0.484672,0.385067,0.949907,0.059761,1.100640,1.356813,-1.174422,1.838167,0.008110,-0.747122,normal
-0.478095,1.206586,-0.201172,0.861744,-0.483899,-0.110499,-0.431569,0.610287,-0.085362,0.818967,normal
0.890285,0.460978,-0.697678,1.554908,-1.347099,0.204121,-0.444336,0.645203,-1.054968,-0.797749,normal
-0.160383,0.690884,-1.103034,2.801301,-1.117490,0.976831,0.708357,-0.646979,-1.251684,0.125117,normal
5.128621,-4.845659,-4.685227,-6.419176,-5.104739,-6.480001,-4.891586,4.418145,5.398481,8.010661,anomaly
-0.119371,0.190280,1.198860,0.270286,0.228975,1.185582,-1.047351,-0.724055,-0.896205,-0.570231,normal
-0.217031,-1.357356,-0.437489,0.357619,-0.705203,-0.422177,-0.452724,-0.025674,-0.247759,0.693148,normal
1.164513,-1.954099,-1.265955,-2.499697,-1.278856,0.456293,-1.761919,0.970653,0.637412,0.244019,normal
-1.433066,-1.383113,-1.462132,-0.980489,0.474581,-0.279694,-0.048111,1.493451,0.204039,-1.806356,normal
0.671108,1.077514,2.448221,0.400139,1.964168,0.605217,-0.594554,1.830861,-0.503821,-0.106312,normal
0.659239,1.218575,2.054300,-0.210247,-3.175172,-1.323237,0.907046,2.215535,-0.473734,1.193989,normal
-1.184455,0.266657,0.574027,-0.085978,-1.572174,0.099137,-0.027555,-1.275811,-1.796476,0.896002,normal
0.218960,-0.226431,0.339604,0.821777,-0.928739,-1.175679,0.133814,-0.599973,0.029993,0.168428,normal
0.464283,2.412744,0.717502,-0.354003,-1.381207,0.690759,-0.566914,1.397272,0.165712,-0.155202,normal
0.395031,0.331348,1.385184,0.136084,-0.810992,0.485284,-1.166299,0.060992,0.374318,0.461647,normal
0.691397,-1.405404,0.863405,-1.062987,1.803618,-1.831261,0.204365,0.029302,-0.413529,-0.959755,normal
0.804301,1.565976,-1.703929,0.597397,1.289410,-1.293990,2.251105,-0.059950,0.083232,-0.164842,normal
-0.986769,0.460131,1.035142,0.672043,-0.019368,0.325962,1.032040,-1.037234,1.241784,-0.461950,normal
0.553930,-0.469517,-0.517500,-0.815191,1.566440,-1.004266,0.360136,-1.970069,1.091603,-0.028741,normal
1.113867,0.046508,0.303853,0.227110,1.715017,0.168451,0.218207,0.730658,-0.120328,-0.153787,normal
0.031804,-0.717363,-1.369376,-0.570081,-0.201052,1.241696,0.785747,-0.821646,-1.606538,-1.187650,normal
-0.297441,1.353142,-0.246999,0.803076,0.069286,-1.359307,1.195404,0.918307,-0.238325,-0.583136,normal
0.701227,1.287336,-0.492006,0.062077,1.079457,-0.082206,-0.015571,1.778697,0.017111,0.984877,normal
0.477808,-0.608205,1.704094,-1.348335,0.909900,1.043218,-0.469284,-0.619522,1.401233,0.592560,normal
0.431583,2.486859,-0.171020,-0.397209,-1.246292,1.147983,1.199799,-0.289821,1.132506,-1.060428,normal
-0.077175,-0.473774,-0.297514,-0.234979,-1.814546,-0.066800,-2.279905,0.455740,0.718163,0.276290,normal
-0.493017,-2.007744,-0.795936,0.662117,-0.469560,0.616758,1.176828,-0.009564,1.900848,-0.903194,normal
2.111386,-0.397155,0.395766,-1.133682,1.483382,0.014865,-1.394893,-1.506580,1.898384,1.549445,normal
-1.469306,-2.242720,-1.331700,0.820329,-0.593801,0.378507,0.949627,-0.806593,-0.308541,-0.472365,normal
-1.722568,-0.329220,0.994566,0.575702,0.427538,-0.655612,0.232041,-0.780873,0.841862,0.039281,normal
-0.783870,-1.261381,0.192097,-0.051292,-0.200016,0.249280,-1.358318,1.838713,-0.786121,1.955314,normal
-0.189603,1.540663,1.021529,0.097255,2.695501,-0.374788,-0.002159,0.111056,1.088046,-0.059743,normal
-0.292966,0.208732,0.149646,0.613846,-0.729385,0.868715,-0.634955,-1.143816,1.290616,-0.945750,normal
-2.776801,-0.496797,-1.992305,1.169616,0.935760,0.685274,1.322454,-1.670122,0.376905,1.653789,normal
0.999968,0.859382,0.591012,-2.550795,-0.502027,1.193870,-0.401861,1.263658,-0.055170,0.216767,normal
-0.121433,-0.825685,-0.047390,0.996516,1.633765,1.282348,1.546985,-0.749713,0.223957,-0.739000,normal
0.571973,-2.259558,0.896104,-0.640802,-0.799134,-0.031291,0.685326,-0.657237,-1.118709,-0.420906,normal
-0.378528,2.659093,0.162874,0.737881,2.119892,0.924779,-0.988851,1.506569,0.324610,0.837798,normal
0.879109,1.059633,0.285496,0.106393,-0.665307,-0.437245,-1.059236,0.359332,-0.228674,0.006788,normal
-0.184675,2.714746,-0.188586,0.002262,0.827576,0.825887,-0.158828,-1.099439,1.626241,-0.728987,normal
-0.207242,-0.379760,-1.310163,-0.071296,0.545016,-0.806565,-0.593057,0.502255,1.467840,0.237571,normal
0.222981,0.088740,1.975082,-0.311793,-0.183807,-0.665114,-0.186118,0.955473,-1.166555,0.354018,normal
-0.737578,-1.163767,1.624571,1.345689,0.405708,1.001652,0.591976,-0.257924,-2.263067,1.136663,normal
-0.404889,-0.838916,0.816300,0.292111,0.749716,0.222109,-1.728236,0.383313,0.455285,0.784925,normal
-0.591542,-2.301855,0.591875,-0.878199,0.582726,-0.815373,-0.719976,-1.437466,0.370695,-1.111998,normal
